time,OMEGA_UT1416
2022-07-20 00:00:00,-0.008221801556000625
2022-07-20 01:00:00,-0.008221801556000625
2022-07-20 02:00:00,-0.008221801556000625
2022-07-20 03:00:00,-0.009544918623484246
2022-07-20 04:00:00,-0.009544918623484246
2022-07-20 05:00:00,-0.009544918623484246
2022-07-20 06:00:00,-0.00797816181616598
2022-07-20 07:00:00,-0.00797816181616598
2022-07-20 08:00:00,-0.00797816181616598
2022-07-20 09:00:00,-0.006552582822148535
2022-07-20 10:00:00,-0.006552582822148535
2022-07-20 11:00:00,-0.006552582822148535
2022-07-20 12:00:00,-0.007766622753372003
2022-07-20 13:00:00,-0.007766622753372003
2022-07-20 14:00:00,-0.007766622753372003
2022-07-20 15:00:00,-0.00856598941493736
2022-07-20 16:00:00,-0.00856598941493736
2022-07-20 17:00:00,-0.00856598941493736
2022-07-20 18:00:00,-0.008103786124798899
2022-07-20 19:00:00,-0.008103786124798899
2022-07-20 20:00:00,-0.008103786124798899
2022-07-20 21:00:00,-0.00841952519904031
2022-07-20 22:00:00,-0.00841952519904031
2022-07-20 23:00:00,-0.00841952519904031
2022-07-21 00:00:00,-0.006789348340757653
2022-07-21 01:00:00,-0.006789348340757653
2022-07-21 02:00:00,-0.006789348340757653
2022-07-21 03:00:00,-0.004668209467497942
2022-07-21 04:00:00,-0.004668209467497942
2022-07-21 05:00:00,-0.004668209467497942
2022-07-21 06:00:00,-0.002506980321318069
2022-07-21 07:00:00,-0.002506980321318069
2022-07-21 08:00:00,-0.002506980321318069
2022-07-21 09:00:00,-0.0008899311136131374
2022-07-21 10:00:00,-0.0008899311136131374
2022-07-21 11:00:00,-0.0008899311136131374
2022-07-21 12:00:00,-0.0026750667588109085
2022-07-21 13:00:00,-0.0026750667588109085
2022-07-21 14:00:00,-0.0026750667588109085
2022-07-21 15:00:00,-0.004217670845935268
2022-07-21 16:00:00,-0.004217670845935268
2022-07-21 17:00:00,-0.004217670845935268
2022-07-21 18:00:00,-0.0031412828758253615
2022-07-21 19:00:00,-0.0031412828758253615
2022-07-21 20:00:00,-0.0031412828758253615
2022-07-21 21:00:00,-0.003286370392550238
2022-07-21 22:00:00,-0.003286370392550238
2022-07-21 23:00:00,-0.003286370392550238
2022-07-22 00:00:00,-0.004151458378941239
2022-07-22 01:00:00,-0.004151458378941239
2022-07-22 02:00:00,-0.004151458378941239
2022-07-22 03:00:00,-0.004426914824870799
2022-07-22 04:00:00,-0.004426914824870799
2022-07-22 05:00:00,-0.004426914824870799
2022-07-22 06:00:00,-0.003024688938050734
2022-07-22 07:00:00,-0.003024688938050734
2022-07-22 08:00:00,-0.003024688938050734
2022-07-22 09:00:00,0.000712270240299695
2022-07-22 10:00:00,0.000712270240299695
2022-07-22 11:00:00,0.000712270240299695
2022-07-22 12:00:00,0.002350545591182891
2022-07-22 13:00:00,0.002350545591182891
2022-07-22 14:00:00,0.002350545591182891
2022-07-22 15:00:00,0.0017197739212122377
2022-07-22 16:00:00,0.0017197739212122377
2022-07-22 17:00:00,0.0017197739212122377
2022-07-22 18:00:00,0.0017504428638312885
2022-07-22 19:00:00,0.0017504428638312885
2022-07-22 20:00:00,0.0017504428638312885
2022-07-22 21:00:00,0.0010200485104312875
2022-07-22 22:00:00,0.0010200485104312875
2022-07-22 23:00:00,0.0010200485104312875
2022-07-23 00:00:00,-0.002739399190206441
2022-07-23 01:00:00,-0.002739399190206441
2022-07-23 02:00:00,-0.002739399190206441
2022-07-23 03:00:00,-0.004218832755988998
2022-07-23 04:00:00,-0.004218832755988998
2022-07-23 05:00:00,-0.004218832755988998
2022-07-23 06:00:00,-0.004034519439356723
